country,continent,lifeExp,year
West Bank and Gaza,Asia,67.046,1987
West Bank and Gaza,Asia,69.718,1992
West Bank and Gaza,Asia,71.096,1997
West Bank and Gaza,Asia,72.37,2002
West Bank and Gaza,Asia,73.422,2007
"Yemen, Rep.",Asia,32.548,1952
"Yemen, Rep.",Asia,33.97,1957
"Yemen, Rep.",Asia,35.18,1962
"Yemen, Rep.",Asia,36.984,1967
"Yemen, Rep.",Asia,39.848,1972
"Yemen, Rep.",Asia,44.175,1977
"Yemen, Rep.",Asia,49.113,1982
"Yemen, Rep.",Asia,52.922,1987
"Yemen, Rep.",Asia,55.599,1992
"Yemen, Rep.",Asia,58.02,1997
"Yemen, Rep.",Asia,60.308,2002
"Yemen, Rep.",Asia,62.698,2007
Zambia,Africa,42.038,1952
Zambia,Africa,44.077,1957
Zambia,Africa,46.023,1962
Zambia,Africa,47.768,1967
Zambia,Africa,50.107,1972
Zambia,Africa,51.386,1977
Zambia,Africa,51.821,1982
Zambia,Africa,50.821,1987
Zambia,Africa,46.1,1992
Zambia,Africa,40.238,1997
Zambia,Africa,39.193,2002
Zambia,Africa,42.384,2007
Zimbabwe,Africa,48.451,1952
Zimbabwe,Africa,50.469,1957
Zimbabwe,Africa,52.358,1962
Zimbabwe,Africa,53.995,1967
Zimbabwe,Africa,55.635,1972
Zimbabwe,Africa,57.674,1977
Zimbabwe,Africa,60.363,1982
Zimbabwe,Africa,62.351,1987
Zimbabwe,Africa,60.377,1992
Zimbabwe,Africa,46.809,1997
Zimbabwe,Africa,39.989,2002
Zimbabwe,Africa,43.487,2007
